Tempo,Estação,LAT,LONG,Movimentação,Original_473,Original_269,Zero,Maçã-Verde,Tangerina,Citrus,Açaí-Guaraná,Pêssego,Status,rol
2018-9-29,Brigadeiro,-23.5683,-46.6482,48133,67,21,10,12,26,43,29,40,NORMAL,989
2018-10-20,Brigadeiro,-23.5683,-46.6482,48359,33,35,65,40,25,17,27,43,NORMAL,1010
2018-10-22,Brigadeiro,-23.5683,-46.6482,49662,11,26,47,34,16,8,20,36,NORMAL,1012
2018-10-27,Brigadeiro,-23.5683,-46.6482,47226,49,7,5,19,39,29,43,21,NORMAL,1017
2018-12-4,Brigadeiro,-23.5683,-46.6482,46601,41,42,20,12,28,38,22,6,REABASTECER,1054
2018-12-5,Brigadeiro,-23.5683,-46.6482,48595,33,37,12,12,25,35,20,43,NORMAL,1055
2018-12-6,Brigadeiro,-23.5683,-46.6482,47873,25,35,6,9,23,29,15,40,NORMAL,1056
2018-12-25,Brigadeiro,-23.5683,-46.6482,49610,17,41,65,39,26,11,16,12,NORMAL,1075
2019-1-4,Brigadeiro,-23.5683,-46.6482,46955,17,41,4,14,43,36,27,20,REABASTECER,1084
2019-1-14,Brigadeiro,-23.5683,-46.6482,45942,9,48,3,27,43,13,30,22,REABASTECER,1094
2019-1-20,Brigadeiro,-23.5683,-46.6482,47240,32,12,28,18,22,41,10,43,NORMAL,1100
2019-1-22,Brigadeiro,-23.5683,-46.6482,48416,16,65,18,6,15,40,43,36,REABASTECER,1102
2019-1-25,Brigadeiro,-23.5683,-46.6482,47185,74,52,61,37,4,33,30,22,NORMAL,1105
2019-1-29,Brigadeiro,-23.5683,-46.6482,46229,34,36,23,19,33,23,20,7,NORMAL,1109
2019-2-3,Brigadeiro,-23.5683,-46.6482,49650,77,22,60,43,14,9,43,36,NORMAL,1113
2019-2-8,Brigadeiro,-23.5683,-46.6482,46133,22,56,24,26,41,36,21,16,NORMAL,1118
2019-2-26,Brigadeiro,-23.5683,-46.6482,47005,27,16,26,19,11,39,34,31,NORMAL,1136
2019-2-27,Brigadeiro,-23.5683,-46.6482,47672,15,12,18,14,8,34,29,28,NORMAL,1137
2019-3-1,Brigadeiro,-23.5683,-46.6482,47160,69,53,48,43,31,21,14,10,NORMAL,1141
2019-3-15,Brigadeiro,-23.5683,-46.6482,48045,3,36,18,7,19,5,43,43,NORMAL,1155
2019-3-18,Brigadeiro,-23.5683,-46.6482,46851,65,15,5,43,9,36,30,32,NORMAL,1158
2019-3-21,Brigadeiro,-23.5683,-46.6482,49075,37,60,52,29,41,21,19,20,NORMAL,1161
2019-3-23,Brigadeiro,-23.5683,-46.6482,46116,18,51,43,22,31,13,10,13,NORMAL,1163
2019-3-27,Brigadeiro,-23.5683,-46.6482,48166,68,28,20,13,11,43,36,43,NORMAL,1167
2019-5-3,Brigadeiro,-23.5683,-46.6482,49781,62,65,25,11,29,17,28,23,NORMAL,1203
2019-5-6,Brigadeiro,-23.5683,-46.6482,48130,30,49,2,43,17,6,13,14,NORMAL,1206
2019-5-14,Brigadeiro,-23.5683,-46.6482,47349,37,13,5,16,31,12,21,23,NORMAL,1214
2019-5-16,Brigadeiro,-23.5683,-46.6482,48838,17,65,58,12,21,8,15,16,NORMAL,1216
2019-5-28,Brigadeiro,-23.5683,-46.6482,47360,86,42,35,17,13,14,12,43,NORMAL,1228
2019-5-29,Brigadeiro,-23.5683,-46.6482,46349,75,34,28,16,7,13,7,41,NORMAL,1229
2019-6-7,Brigadeiro,-23.5683,-46.6482,47422,86,46,37,29,12,30,17,4,NORMAL,1237
2019-6-25,Brigadeiro,-23.5683,-46.6482,46562,86,12,50,11,22,12,43,21,NORMAL,1255
2019-7-4,Brigadeiro,-23.5683,-46.6482,49544,86,33,50,22,36,28,12,28,NORMAL,1264
2019-7-9,Brigadeiro,-23.5683,-46.6482,46776,31,3,7,9,15,11,27,3,REABASTECER,1269
2019-7-11,Brigadeiro,-23.5683,-46.6482,49826,8,58,59,6,11,11,18,38,REABASTECER,1271
2019-7-14,Brigadeiro,-23.5683,-46.6482,46435,69,41,42,33,43,7,6,30,NORMAL,1274
2019-7-17,Brigadeiro,-23.5683,-46.6482,48635,43,23,18,20,29,38,35,16,NORMAL,1277
2019-8-13,Brigadeiro,-23.5683,-46.6482,48586,41,59,42,33,43,43,13,3,REABASTECER,1303
2019-8-23,Brigadeiro,-23.5683,-46.6482,48379,31,11,43,15,43,16,24,43,NORMAL,1313
2019-8-25,Brigadeiro,-23.5683,-46.6482,47660,7,65,25,4,33,15,19,36,REABASTECER,1315
2019-8-28,Brigadeiro,-23.5683,-46.6482,49040,71,57,2,34,19,5,5,26,REABASTECER,1318
2019-9-7,Brigadeiro,-23.5683,-46.6482,48254,64,65,12,43,29,14,18,33,NORMAL,1327
2019-9-15,Brigadeiro,-23.5683,-46.6482,49329,76,13,26,8,39,36,28,43,NORMAL,1335
2019-9-17,Brigadeiro,-23.5683,-46.6482,49720,59,65,16,43,31,31,22,38,NORMAL,1337
2019-10-10,Brigadeiro,-23.5683,-46.6482,49705,86,1,47,16,38,38,15,32,NORMAL,1360
2019-11-6,Brigadeiro,-23.5683,-46.6482,48653,5,40,55,36,28,10,43,11,REABASTECER,1386
2019-11-13,Brigadeiro,-23.5683,-46.6482,47579,28,62,65,15,3,27,19,19,REABASTECER,1393
2019-11-15,Brigadeiro,-23.5683,-46.6482,49803,3,46,50,9,39,21,11,11,REABASTECER,1395
2019-11-24,Brigadeiro,-23.5683,-46.6482,49876,12,9,48,28,8,36,13,12,NORMAL,1404
2019-12-7,Brigadeiro,-23.5683,-46.6482,47795,63,58,24,24,2,16,2,2,REABASTECER,1417
2019-12-25,Brigadeiro,-23.5683,-46.6482,48503,48,22,40,30,13,39,12,22,NORMAL,1435
2019-12-28,Brigadeiro,-23.5683,-46.6482,49439,18,65,19,24,6,32,43,8,NORMAL,1438
2018-1-3,Trianon-Masp,-23.5634,-46.6544,45739,67,54,51,33,33,41,35,36,NORMAL,1443
2018-1-25,Trianon-Masp,-23.5634,-46.6544,44857,26,38,34,5,33,14,18,35,NORMAL,1465
2018-1-27,Trianon-Masp,-23.5634,-46.6544,43157,7,31,15,39,28,13,10,27,REABASTECER,1467
2018-2-7,Trianon-Masp,-23.5634,-46.6544,44168,86,36,12,18,35,19,9,24,NORMAL,1477
2018-2-16,Trianon-Masp,-23.5634,-46.6544,44954,86,45,17,40,41,21,21,30,NORMAL,1486
2018-2-17,Trianon-Masp,-23.5634,-46.6544,44467,74,41,7,35,38,17,19,27,REABASTECER,1487
2018-2-24,Trianon-Masp,-23.5634,-46.6544,41929,4,62,22,12,8,43,38,3,NORMAL,1494
2018-3-5,Trianon-Masp,-23.5634,-46.6544,43821,75,60,16,25,8,16,37,43,NORMAL,1505
2018-3-10,Trianon-Masp,-23.5634,-46.6544,45607,24,23,43,6,29,37,18,23,NORMAL,1510
2018-3-12,Trianon-Masp,-23.5634,-46.6544,44571,3,9,28,40,23,28,8,12,REABASTECER,1512
2018-3-25,Trianon-Masp,-23.5634,-46.6544,45724,45,37,7,16,20,42,2,34,REABASTECER,1525
2018-4-3,Trianon-Masp,-23.5634,-46.6544,42048,59,65,15,30,37,30,13,4,REABASTECER,1533
2018-4-6,Trianon-Masp,-23.5634,-46.6544,42097,22,50,61,17,25,23,43,34,NORMAL,1536
2018-4-7,Trianon-Masp,-23.5634,-46.6544,44693,11,40,56,12,23,19,37,30,NORMAL,1537
2018-4-20,Trianon-Masp,-23.5634,-46.6544,41922,47,35,31,21,17,28,31,23,NORMAL,1550
2018-4-22,Trianon-Masp,-23.5634,-46.6544,42537,26,28,17,15,5,19,23,15,REABASTECER,1552
2018-5-2,Trianon-Masp,-23.5634,-46.6544,44745,17,31,7,22,43,41,33,10,REABASTECER,1562
2018-5-7,Trianon-Masp,-23.5634,-46.6544,42305,52,65,37,15,22,26,13,32,NORMAL,1567
2018-6-9,Trianon-Masp,-23.5634,-46.6544,42031,76,3,9,31,4,6,36,39,NORMAL,1599
2018-6-28,Trianon-Masp,-23.5634,-46.6544,43566,86,8,13,18,25,41,37,12,REABASTECER,1618
2018-7-16,Trianon-Masp,-23.5634,-46.6544,45782,86,23,15,40,41,29,14,18,NORMAL,1636
2018-7-22,Trianon-Masp,-23.5634,-46.6544,44766,32,45,25,21,14,12,38,33,NORMAL,1642
2018-8-10,Trianon-Masp,-23.5634,-46.6544,43730,31,43,28,37,34,43,5,11,REABASTECER,1660
2018-8-12,Trianon-Masp,-23.5634,-46.6544,43507,8,37,11,33,22,32,37,43,REABASTECER,1662
2018-8-20,Trianon-Masp,-23.5634,-46.6544,42756,20,62,33,14,39,10,4,8,REABASTECER,1670
2018-8-23,Trianon-Masp,-23.5634,-46.6544,42874,86,50,9,10,27,43,34,37,NORMAL,1673
2018-8-25,Trianon-Masp,-23.5634,-46.6544,43231,67,34,55,43,18,43,27,33,NORMAL,1675
2018-8-28,Trianon-Masp,-23.5634,-46.6544,42144,32,8,37,28,6,37,14,19,NORMAL,1678
2018-8-30,Trianon-Masp,-23.5634,-46.6544,42548,12,63,20,25,41,28,6,11,REABASTECER,1680
2018-9-8,Trianon-Masp,-23.5634,-46.6544,42084,7,14,23,38,8,4,17,21,NORMAL,1688
2018-9-25,Trianon-Masp,-23.5634,-46.6544,45743,22,41,43,20,27,35,43,30,NORMAL,1705
2018-9-30,Trianon-Masp,-23.5634,-46.6544,45524,49,1,65,42,3,18,24,9,REABASTECER,1710
2018-10-2,Trianon-Masp,-23.5634,-46.6544,45366,30,60,51,38,38,11,13,43,NORMAL,1712
2018-10-6,Trianon-Masp,-23.5634,-46.6544,43510,73,33,28,32,20,37,39,29,NORMAL,1716
2018-10-7,Trianon-Masp,-23.5634,-46.6544,43415,61,31,24,29,16,34,33,25,NORMAL,1717
2018-10-8,Trianon-Masp,-23.5634,-46.6544,45426,53,27,19,28,13,32,30,22,NORMAL,1718
2018-11-15,Trianon-Masp,-23.5634,-46.6544,45597,32,12,48,11,26,3,24,30,REABASTECER,1755
2018-12-4,Trianon-Masp,-23.5634,-46.6544,44374,22,33,38,37,38,36,41,38,NORMAL,1774
2018-12-5,Trianon-Masp,-23.5634,-46.6544,42734,10,27,31,33,36,35,37,35,NORMAL,1775
2018-12-6,Trianon-Masp,-23.5634,-46.6544,42792,86,21,27,28,32,31,33,32,NORMAL,1776
2018-12-12,Trianon-Masp,-23.5634,-46.6544,42324,30,55,49,20,5,10,8,1,NORMAL,1782
2019-1-8,Trianon-Masp,-23.5634,-46.6544,44639,34,29,3,22,21,19,41,33,REABASTECER,1808
2019-1-11,Trianon-Masp,-23.5634,-46.6544,43567,5,9,48,15,7,12,29,18,NORMAL,1811
2019-1-17,Trianon-Masp,-23.5634,-46.6544,44500,40,36,65,33,27,36,4,39,NORMAL,1817
2019-1-21,Trianon-Masp,-23.5634,-46.6544,44176,86,14,37,25,7,33,30,26,NORMAL,1821
2019-1-27,Trianon-Masp,-23.5634,-46.6544,43233,28,44,65,8,27,15,9,11,NORMAL,1827
2019-2-1,Trianon-Masp,-23.5634,-46.6544,42324,73,20,41,43,15,4,37,35,REABASTECER,1831
2019-2-3,Trianon-Masp,-23.5634,-46.6544,43431,52,3,33,38,10,42,29,26,REABASTECER,1833
2019-2-4,Trianon-Masp,-23.5634,-46.6544,43294,43,65,29,32,4,36,27,23,REABASTECER,1834
2019-2-10,Trianon-Masp,-23.5634,-46.6544,44180,68,31,50,12,29,1,43,4,REABASTECER,1840
2019-2-30,Trianon-Masp,-23.5634,-46.6544,42731,37,37,35,40,34,24,12,2,REABASTECER,1860
2019-3-3,Trianon-Masp,-23.5634,-46.6544,42920,86,18,10,28,24,14,43,33,NORMAL,1863
2019-3-24,Trianon-Masp,-23.5634,-46.6544,42427,59,24,8,34,16,39,8,34,REABASTECER,1884
2019-3-25,Trianon-Masp,-23.5634,-46.6544,44053,48,22,65,29,12,38,3,28,REABASTECER,1885
2019-3-30,Trianon-Masp,-23.5634,-46.6544,44064,86,54,36,15,33,23,26,6,REABASTECER,1890
2019-4-15,Trianon-Masp,-23.5634,-46.6544,42382,31,33,10,2,21,15,8,32,REABASTECER,1905
2019-4-20,Trianon-Masp,-23.5634,-46.6544,44918,66,55,37,29,43,43,27,12,NORMAL,1910
2019-4-21,Trianon-Masp,-23.5634,-46.6544,45281,56,47,31,23,41,42,25,6,REABASTECER,1911
2019-4-25,Trianon-Masp,-23.5634,-46.6544,41920,15,24,4,5,24,29,10,28,REABASTECER,1915
2019-5-19,Trianon-Masp,-23.5634,-46.6544,44632,64,35,13,21,7,23,43,12,NORMAL,1939
2019-6-10,Trianon-Masp,-23.5634,-46.6544,44075,31,21,57,43,20,21,5,14,NORMAL,1960
2019-6-11,Trianon-Masp,-23.5634,-46.6544,42615,21,11,51,43,16,18,43,8,NORMAL,1961
2019-7-1,Trianon-Masp,-23.5634,-46.6544,45351,86,17,45,21,9,18,6,17,REABASTECER,1981
2019-7-11,Trianon-Masp,-23.5634,-46.6544,44830,76,21,46,35,13,36,12,20,NORMAL,1991
2019-7-13,Trianon-Masp,-23.5634,-46.6544,42127,57,9,36,24,9,32,5,11,REABASTECER,1993
2019-7-25,Trianon-Masp,-23.5634,-46.6544,45203,22,49,15,33,43,32,40,4,REABASTECER,2005
2019-8-7,Trianon-Masp,-23.5634,-46.6544,44125,74,50,61,43,40,40,27,39,NORMAL,2017
2019-8-12,Trianon-Masp,-23.5634,-46.6544,43035,21,24,30,31,16,20,9,17,NORMAL,2022
2019-8-18,Trianon-Masp,-23.5634,-46.6544,45833,60,65,46,7,35,43,32,34,NORMAL,2028
2019-8-22,Trianon-Masp,-23.5634,-46.6544,43949,16,36,17,43,19,31,13,19,NORMAL,2032
2019-8-29,Trianon-Masp,-23.5634,-46.6544,43303,26,58,36,13,27,17,30,29,NORMAL,2039
2019-9-6,Trianon-Masp,-23.5634,-46.6544,45697,43,19,55,33,43,39,43,43,NORMAL,2046
2019-9-14,Trianon-Masp,-23.5634,-46.6544,42445,53,43,65,10,14,15,43,11,NORMAL,2054
2019-9-20,Trianon-Masp,-23.5634,-46.6544,44612,86,65,25,27,33,7,19,30,NORMAL,2060
2019-9-23,Trianon-Masp,-23.5634,-46.6544,45457,59,49,65,23,18,43,7,19,NORMAL,2063
2019-9-24,Trianon-Masp,-23.5634,-46.6544,43829,48,46,59,21,12,39,4,13,REABASTECER,2064
2019-9-27,Trianon-Masp,-23.5634,-46.6544,42738,17,32,36,11,43,29,37,43,NORMAL,2067
2019-10-7,Trianon-Masp,-23.5634,-46.6544,42726,86,33,31,16,6,30,43,38,NORMAL,2077
2019-10-8,Trianon-Masp,-23.5634,-46.6544,43144,79,27,21,14,43,28,37,33,NORMAL,2078
2019-10-11,Trianon-Masp,-23.5634,-46.6544,44727,48,5,65,43,31,22,26,19,NORMAL,2081
2019-10-12,Trianon-Masp,-23.5634,-46.6544,44362,40,65,58,41,26,16,21,16,NORMAL,2082
2019-10-18,Trianon-Masp,-23.5634,-46.6544,43604,66,24,29,27,10,38,38,35,NORMAL,2088
2019-10-19,Trianon-Masp,-23.5634,-46.6544,45331,59,20,23,22,8,37,32,32,NORMAL,2089
2019-11-12,Trianon-Masp,-23.5634,-46.6544,42133,14,1,51,13,43,29,31,16,REABASTECER,2112
2019-11-17,Trianon-Masp,-23.5634,-46.6544,45395,62,39,21,1,24,25,11,38,NORMAL,2117
2019-11-22,Trianon-Masp,-23.5634,-46.6544,42959,17,65,52,28,43,14,28,18,NORMAL,2122
2019-11-25,Trianon-Masp,-23.5634,-46.6544,44113,77,41,29,19,31,7,13,10,NORMAL,2125
2019-12-8,Trianon-Masp,-23.5634,-46.6544,43455,23,32,9,16,17,10,2,5,NORMAL,2138
2018-1-4,Consolação,-23.5581,-46.6606,111744,56,44,43,35,33,42,32,33,NORMAL,2164
2018-1-10,Consolação,-23.5581,-46.6606,112368,86,65,65,16,6,22,1,9,NORMAL,2170
2018-2-23,Consolação,-23.5581,-46.6606,113441,2,65,27,25,7,12,32,19,NORMAL,2213
2018-2-28,Consolação,-23.5581,-46.6606,114922,43,33,61,10,33,38,9,41,NORMAL,2218
2018-2-30,Consolação,-23.5581,-46.6606,112034,24,24,42,5,23,32,43,37,REABASTECER,2220
2018-3-11,Consolação,-23.5581,-46.6606,111786,3,26,42,11,28,43,34,3,NORMAL,2231
2018-3-15,Consolação,-23.5581,-46.6606,112613,54,65,17,34,9,32,22,29,NORMAL,2235
2018-4-8,Consolação,-23.5581,-46.6606,112917,69,46,61,1,39,11,17,18,REABASTECER,2258
2018-4-11,Consolação,-23.5581,-46.6606,112442,38,24,42,35,28,37,8,3,NORMAL,2261
2018-4-26,Consolação,-23.5581,-46.6606,114454,64,53,58,41,5,20,40,37,NORMAL,2276
2018-4-27,Consolação,-23.5581,-46.6606,114007,53,46,53,35,43,20,36,31,NORMAL,2277
2018-5-4,Consolação,-23.5581,-46.6606,113583,77,65,9,15,12,11,8,43,NORMAL,2284
2018-5-8,Consolação,-23.5581,-46.6606,114551,40,40,43,43,41,38,31,30,NORMAL,2288
2018-5-13,Consolação,-23.5581,-46.6606,112370,73,13,6,27,24,24,10,11,REABASTECER,2293
2018-5-22,Consolação,-23.5581,-46.6606,112228,62,30,6,41,34,43,20,11,REABASTECER,2302
2018-5-23,Consolação,-23.5581,-46.6606,111881,51,28,65,39,32,39,18,5,REABASTECER,2303
2018-6-3,Consolação,-23.5581,-46.6606,113182,48,25,47,10,41,14,21,9,NORMAL,2313
2018-6-16,Consolação,-23.5581,-46.6606,112568,86,11,31,20,34,27,15,10,NORMAL,2326
2018-6-18,Consolação,-23.5581,-46.6606,113949,65,65,16,15,26,16,8,4,REABASTECER,2328
2018-6-19,Consolação,-23.5581,-46.6606,113896,53,57,6,14,23,10,6,43,NORMAL,2329
2018-6-22,Consolação,-23.5581,-46.6606,112063,23,37,48,6,8,43,33,29,REABASTECER,2332
2018-6-23,Consolação,-23.5581,-46.6606,115258,12,28,44,43,6,39,28,25,NORMAL,2333
2018-6-26,Consolação,-23.5581,-46.6606,113348,68,1,17,33,36,31,17,14,NORMAL,2336
2018-7-3,Consolação,-23.5581,-46.6606,113055,86,26,31,10,5,11,30,29,REABASTECER,2343
2018-7-11,Consolação,-23.5581,-46.6606,114733,8,35,33,32,13,22,43,43,NORMAL,2351
2018-7-16,Consolação,-23.5581,-46.6606,114347,46,65,65,27,39,43,24,25,NORMAL,2356
2018-8-13,Consolação,-23.5581,-46.6606,114531,55,42,26,39,29,13,37,5,NORMAL,2383
2018-8-18,Consolação,-23.5581,-46.6606,114162,9,65,50,27,11,37,19,21,REABASTECER,2388
2018-9-1,Consolação,-23.5581,-46.6606,115157,50,57,30,26,43,43,20,10,NORMAL,2401
2018-9-4,Consolação,-23.5581,-46.6606,114807,22,45,8,17,35,37,11,38,REABASTECER,2404
2018-9-16,Consolação,-23.5581,-46.6606,113231,77,29,49,29,24,38,6,34,NORMAL,2416
2018-9-19,Consolação,-23.5581,-46.6606,111987,54,12,25,16,14,31,31,18,NORMAL,2419
2018-9-21,Consolação,-23.5581,-46.6606,114324,38,65,9,8,7,29,20,9,NORMAL,2421
2018-9-22,Consolação,-23.5581,-46.6606,114839,26,62,65,8,2,27,17,5,REABASTECER,2422
2018-10-22,Consolação,-23.5581,-46.6606,113466,65,24,65,41,18,27,33,23,NORMAL,2452
2018-11-22,Consolação,-23.5581,-46.6606,112609,28,55,5,32,31,35,37,38,REABASTECER,2482
2018-11-23,Consolação,-23.5581,-46.6606,115289,15,46,65,32,29,31,34,35,NORMAL,2483
2018-11-25,Consolação,-23.5581,-46.6606,115174,86,35,55,27,18,21,25,30,NORMAL,2485
2018-11-28,Consolação,-23.5581,-46.6606,113500,60,21,36,16,6,10,16,17,NORMAL,2488
2018-12-8,Consolação,-23.5581,-46.6606,113335,59,27,38,25,43,17,19,18,NORMAL,2498
2018-12-14,Consolação,-23.5581,-46.6606,114046,79,56,56,43,19,37,38,38,NORMAL,2504
2018-12-18,Consolação,-23.5581,-46.6606,113336,37,34,25,32,43,17,18,26,NORMAL,2508
2019-1-14,Consolação,-23.5581,-46.6606,112424,59,60,65,38,16,19,2,43,REABASTECER,2534
2019-1-24,Consolação,-23.5581,-46.6606,113568,46,58,61,17,18,25,4,35,NORMAL,2544
2019-2-18,Consolação,-23.5581,-46.6606,114037,86,38,5,20,11,24,26,30,NORMAL,2568
2019-2-27,Consolação,-23.5581,-46.6606,113113,86,41,9,31,22,37,32,43,REABASTECER,2577
2019-2-30,Consolação,-23.5581,-46.6606,111947,49,19,51,26,11,29,20,34,NORMAL,2580
2019-3-12,Consolação,-23.5581,-46.6606,114611,19,8,43,32,15,43,16,23,NORMAL,2592
2019-3-18,Consolação,-23.5581,-46.6606,111679,48,39,10,13,34,24,35,3,REABASTECER,2598
2019-3-21,Consolação,-23.5581,-46.6606,114894,14,16,55,4,28,8,18,34,REABASTECER,2601
2019-4-1,Consolação,-23.5581,-46.6606,113819,4,23,50,12,30,27,22,33,REABASTECER,2611
2019-4-10,Consolação,-23.5581,-46.6606,114125,8,27,45,28,32,37,20,36,REABASTECER,2620
2019-4-21,Consolação,-23.5581,-46.6606,112826,77,27,35,37,37,42,20,43,NORMAL,2631
2019-4-30,Consolação,-23.5581,-46.6606,112696,73,41,31,12,43,17,32,43,NORMAL,2640
2019-5-6,Consolação,-23.5581,-46.6606,114674,9,17,50,33,21,42,5,21,REABASTECER,2646
2019-5-17,Consolação,-23.5581,-46.6606,112418,78,14,23,43,17,7,43,19,NORMAL,2657
2019-5-18,Consolação,-23.5581,-46.6606,113215,71,6,13,39,12,4,38,17,REABASTECER,2658
2019-6-15,Consolação,-23.5581,-46.6606,113434,49,32,27,10,26,37,10,35,NORMAL,2685
2019-6-20,Consolação,-23.5581,-46.6606,114141,86,11,58,34,4,22,35,19,REABASTECER,2690
2019-7-14,Consolação,-23.5581,-46.6606,114923,16,25,32,43,34,27,9,11,NORMAL,2714
2019-7-19,Consolação,-23.5581,-46.6606,111987,54,56,65,22,10,16,33,32,NORMAL,2719
2019-7-20,Consolação,-23.5581,-46.6606,113758,44,51,56,21,7,13,29,29,NORMAL,2720
2019-8-4,Consolação,-23.5581,-46.6606,115105,66,25,35,18,35,18,14,11,NORMAL,2734
2019-8-13,Consolação,-23.5581,-46.6606,113330,68,41,37,27,35,43,13,16,NORMAL,2743
2019-8-17,Consolação,-23.5581,-46.6606,115084,30,15,10,13,19,36,41,43,NORMAL,2747
2019-8-19,Consolação,-23.5581,-46.6606,115377,14,65,65,7,13,25,33,34,NORMAL,2749
2019-8-24,Consolação,-23.5581,-46.6606,112157,63,27,25,34,36,14,10,17,NORMAL,2754
2019-9-10,Consolação,-23.5581,-46.6606,112155,79,57,50,29,9,21,28,37,NORMAL,2770
2019-9-25,Consolação,-23.5581,-46.6606,113910,24,26,8,34,28,12,10,24,REABASTECER,2785
2019-9-29,Consolação,-23.5581,-46.6606,111766,73,65,46,25,12,43,38,5,REABASTECER,2789
2019-10-5,Consolação,-23.5581,-46.6606,112564,10,34,65,9,34,25,12,20,REABASTECER,2795
2019-10-7,Consolação,-23.5581,-46.6606,113591,75,27,49,43,24,24,8,8,NORMAL,2797
2019-10-14,Consolação,-23.5581,-46.6606,112391,9,49,65,21,37,37,21,16,REABASTECER,2804
2019-10-18,Consolação,-23.5581,-46.6606,113120,57,18,47,9,19,26,6,43,REABASTECER,2808
2019-10-26,Consolação,-23.5581,-46.6606,112852,50,33,55,21,36,40,14,5,NORMAL,2816
2019-11-11,Consolação,-23.5581,-46.6606,115131,66,4,13,11,18,19,36,31,REABASTECER,2831
2019-11-15,Consolação,-23.5581,-46.6606,111627,21,44,55,43,43,8,22,16,NORMAL,2835
2019-11-17,Consolação,-23.5581,-46.6606,115104,3,32,41,34,36,6,17,6,REABASTECER,2837
2019-11-20,Consolação,-23.5581,-46.6606,115329,71,17,21,27,23,35,4,35,NORMAL,2840
2019-11-21,Consolação,-23.5581,-46.6606,113630,60,15,16,26,18,33,43,31,NORMAL,2841
2019-11-25,Consolação,-23.5581,-46.6606,111811,17,56,52,24,3,17,29,22,NORMAL,2845
2019-11-30,Consolação,-23.5581,-46.6606,112849,51,31,14,10,24,40,10,4,REABASTECER,2850
2019-12-4,Consolação,-23.5581,-46.6606,112299,13,4,58,43,13,32,40,31,REABASTECER,2854
2019-12-10,Consolação,-23.5581,-46.6606,112424,45,37,17,24,37,16,15,5,REABASTECER,2860
2019-12-11,Consolação,-23.5581,-46.6606,111799,38,28,12,22,32,15,13,43,NORMAL,2861
2019-12-14,Consolação,-23.5581,-46.6606,112205,10,65,58,14,20,43,43,34,NORMAL,2864
2019-12-17,Consolação,-23.5581,-46.6606,113900,72,47,39,9,11,34,27,26,NORMAL,2867
2019-12-21,Consolação,-23.5581,-46.6606,114356,24,22,15,40,36,20,12,6,REABASTECER,2871
2019-12-24,Consolação,-23.5581,-46.6606,114525,86,65,58,32,28,16,43,34,NORMAL,2874
2018-1-1,Tamanduateí,-23.59290,-46.5897,52102,86,65,65,43,43,43,43,43,NORMAL,2881
2018-1-13,Tamanduateí,-23.59290,-46.5897,49867,53,56,52,12,38,1,28,43,NORMAL,2893
2018-1-14,Tamanduateí,-23.59290,-46.5897,52034,45,50,48,8,35,43,24,39,NORMAL,2894
2018-2-1,Tamanduateí,-23.59290,-46.5897,51275,66,5,65,9,12,30,37,10,REABASTECER,2911
2018-2-18,Tamanduateí,-23.59290,-46.5897,53128,77,48,7,36,25,21,8,28,REABASTECER,2928
2018-2-25,Tamanduateí,-23.59290,-46.5897,49817,9,12,21,15,43,40,20,43,REABASTECER,2935
2018-2-27,Tamanduateí,-23.59290,-46.5897,50065,74,65,7,11,34,34,10,32,REABASTECER,2937
2018-2-30,Tamanduateí,-23.59290,-46.5897,52201,47,39,51,43,21,23,37,19,NORMAL,2940
2018-3-21,Tamanduateí,-23.59290,-46.5897,51303,17,47,43,10,19,23,43,22,NORMAL,2961
2018-3-22,Tamanduateí,-23.59290,-46.5897,51183,10,38,38,5,14,20,38,20,REABASTECER,2962
2018-4-3,Tamanduateí,-23.59290,-46.5897,52516,86,35,25,43,19,33,39,16,NORMAL,2973
2018-4-9,Tamanduateí,-23.59290,-46.5897,51567,33,65,48,25,37,43,18,33,NORMAL,2979
2018-4-15,Tamanduateí,-23.59290,-46.5897,52745,49,32,9,43,20,16,34,8,NORMAL,2985
2018-4-18,Tamanduateí,-23.59290,-46.5897,50402,22,23,50,38,4,8,23,39,REABASTECER,2988
2018-4-28,Tamanduateí,-23.59290,-46.5897,51877,13,35,56,18,4,21,32,2,REABASTECER,2998
2018-5-8,Tamanduateí,-23.59290,-46.5897,52813,7,55,65,21,2,38,29,7,REABASTECER,3008
2018-5-14,Tamanduateí,-23.59290,-46.5897,53022,36,22,28,43,19,22,43,23,NORMAL,3014
2018-5-17,Tamanduateí,-23.59290,-46.5897,51533,13,65,4,33,8,15,33,9,REABASTECER,3017
2018-5-18,Tamanduateí,-23.59290,-46.5897,50777,0,58,65,33,3,13,27,7,NORMAL,3018
2018-5-26,Tamanduateí,-23.59290,-46.5897,50651,17,11,65,7,14,34,34,25,NORMAL,3026
2018-5-28,Tamanduateí,-23.59290,-46.5897,49457,86,65,48,3,7,22,28,17,NORMAL,3028
2018-7-23,Tamanduateí,-23.59290,-46.5897,49539,40,65,55,14,38,20,38,6,REABASTECER,3083
2018-8-2,Tamanduateí,-23.59290,-46.5897,50082,36,65,55,32,39,37,5,14,NORMAL,3092
2018-8-5,Tamanduateí,-23.59290,-46.5897,49849,1,49,30,21,28,32,35,43,REABASTECER,3095
2018-8-9,Tamanduateí,-23.59290,-46.5897,52725,51,12,65,3,5,17,19,29,NORMAL,3099
